InferenceGatePass,PlannedScenes,CompleteScenes,InferentialN,MeanSaving_kWh,SceneSD_kWh,SceneSE_kWh,DegreesOfFreedom,T975Critical,Approx95Lower_kWh,Approx95Upper_kWh,CoarseMeanSaving_kWh,FineMinusCoarseMean_kWh,MaxAbsSceneMeanStepChange_kWh,MaxAbsSOCSpecificStepChange_kWh,MinSceneSaving_kWh,MaxSceneSaving_kWh,NegativeSceneCount,NearZeroSceneCount,PositiveSceneCount,CountZeroTolerance_kWh,Scope
1,100,100,100,0.0827273423070923,0.0380019191733193,0.00380019191733193,99,1.98421695158642,0.0751869370854406,0.0902677475287441,0.0827269858116663,3.56495426040437e-07,4.76798519599697e-06,4.7688699282844e-06,0.0184079286923193,0.180571163691297,0,0,100,1e-06,Conditional synthetic generator; approximate mean interval; no field or reliability inference
